epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.1993,2.47955,5.11604,2.92433,0.09325,0.16,0.07861,0.0295,4,34.4187,4.83449,0.0004125,0.0004125,0.0004125
2,59.0207,2.94056,4.14634,3.23132,0.27015,0.32729,0.24861,0.11966,4.58514,7.57713,5.13823,0.000815485,0.000815485,0.000815485
3,84.0398,3.0797,4.18411,3.30494,0.38664,0.31182,0.27323,0.15885,3.7562,7.20037,4.62298,0.00120472,0.00120472,0.00120472
4,108.15,3.02233,4.06438,3.28896,0.31071,0.34883,0.22405,0.10415,4.26486,10.3986,4.68027,0.00118812,0.00118812,0.00118812
5,132.85,2.95626,3.92099,3.18489,0.44975,0.49578,0.48999,0.25799,3.25776,4.97548,3.59384,0.0011675,0.0011675,0.0011675
6,158.72,2.85128,3.65405,3.13519,0.54166,0.4938,0.51988,0.29729,3.24266,5.59204,3.79968,0.00114688,0.00114688,0.00114688
7,187.84,2.68316,3.35043,3.04078,0.5706,0.55058,0.54951,0.33331,2.96347,4.45062,3.33724,0.00112625,0.00112625,0.00112625
8,216.063,2.64699,3.17814,3.00718,0.59131,0.55519,0.56888,0.35396,2.80385,5.06337,3.31827,0.00110563,0.00110563,0.00110563
9,243.488,2.63399,3.14483,2.99085,0.60848,0.34488,0.38868,0.24934,3.35541,6.63178,3.78659,0.001085,0.001085,0.001085
10,270.843,2.52714,2.88763,2.88136,0.71607,0.62831,0.65014,0.43674,2.5568,4.32768,2.99007,0.00106437,0.00106437,0.00106437
11,298.19,2.41706,2.75685,2.85173,0.70303,0.56261,0.62728,0.43918,2.52723,4.11523,2.99877,0.00104375,0.00104375,0.00104375
12,325.426,2.37993,2.69994,2.82441,0.66646,0.48298,0.56686,0.37307,2.68903,4.7353,3.15405,0.00102312,0.00102312,0.00102312
13,352.66,2.34716,2.59826,2.79944,0.66845,0.58295,0.60489,0.40766,2.53977,4.10714,2.95452,0.0010025,0.0010025,0.0010025
14,380.016,2.41051,2.61044,2.82053,0.75903,0.59562,0.64594,0.43515,2.63912,4.81117,3.03657,0.000981875,0.000981875,0.000981875
15,407.682,2.31909,2.5168,2.79048,0.76433,0.57589,0.67281,0.4402,2.58246,4.01532,3.05635,0.00096125,0.00096125,0.00096125
16,434.855,2.27773,2.4376,2.75456,0.72038,0.63237,0.67307,0.4556,2.52,3.76446,3.04642,0.000940625,0.000940625,0.000940625
17,462.051,2.29452,2.36352,2.74356,0.77143,0.62926,0.68697,0.48433,2.40553,4.30743,2.87488,0.00092,0.00092,0.00092
18,490.362,2.26865,2.32822,2.71387,0.67791,0.66737,0.73107,0.51428,2.32445,3.70642,2.89567,0.000899375,0.000899375,0.000899375
19,520.036,2.24184,2.28155,2.70139,0.80081,0.6718,0.7734,0.53822,2.40814,2.76825,2.85442,0.00087875,0.00087875,0.00087875
20,546.673,2.14025,2.17048,2.6558,0.78446,0.58113,0.66206,0.4502,2.36511,4.03696,2.84661,0.000858125,0.000858125,0.000858125
21,570.946,2.16635,2.11442,2.66423,0.85675,0.65245,0.74337,0.53278,2.26702,3.98334,2.77817,0.0008375,0.0008375,0.0008375
22,597.582,2.13774,2.15499,2.64231,0.77456,0.65147,0.7425,0.51448,2.30305,3.69173,2.82958,0.000816875,0.000816875,0.000816875
23,626.495,2.13775,2.1712,2.64741,0.83057,0.67729,0.73944,0.53384,2.23904,3.57417,2.74805,0.00079625,0.00079625,0.00079625
24,650.869,2.10829,2.08711,2.61424,0.86787,0.66213,0.75228,0.54312,2.22922,3.90941,2.77333,0.000775625,0.000775625,0.000775625
25,681.131,2.13039,1.99522,2.63069,0.83642,0.65884,0.74036,0.54654,2.25976,3.9639,2.81465,0.000755,0.000755,0.000755
26,715.891,2.03167,1.94746,2.59314,0.86181,0.66787,0.76898,0.5505,2.21837,3.95201,2.77574,0.000734375,0.000734375,0.000734375
27,743.668,2.11589,1.98063,2.61891,0.83679,0.6676,0.72408,0.5372,2.23039,4.33105,2.76281,0.00071375,0.00071375,0.00071375
28,771.1,2.0122,1.91458,2.54129,0.82868,0.71332,0.76276,0.56317,2.14232,3.86095,2.6593,0.000693125,0.000693125,0.000693125
29,798.628,1.98702,1.86678,2.56826,0.81921,0.49105,0.55153,0.39678,2.64427,5.55001,3.19287,0.0006725,0.0006725,0.0006725
30,826.137,2.01023,1.86736,2.55868,0.85588,0.68787,0.74232,0.54719,2.20795,4.11955,2.75245,0.000651875,0.000651875,0.000651875
31,853.512,1.9351,1.7512,2.52472,0.86423,0.65665,0.73759,0.53783,2.15489,4.41,2.6963,0.00063125,0.00063125,0.00063125
32,883.559,1.9275,1.77031,2.50849,0.86678,0.69169,0.76404,0.57346,2.12851,3.83602,2.67927,0.000610625,0.000610625,0.000610625
33,911.757,1.9343,1.75691,2.49399,0.79556,0.69617,0.75459,0.5487,2.18547,4.09096,2.72236,0.00059,0.00059,0.00059
34,936.394,1.93201,1.76064,2.50724,0.85784,0.69547,0.75018,0.56139,2.12553,4.23961,2.6741,0.000569375,0.000569375,0.000569375
35,960.458,1.93763,1.71973,2.50847,0.86906,0.68847,0.74994,0.56959,2.0665,4.22253,2.61469,0.00054875,0.00054875,0.00054875
36,984.651,1.87208,1.66007,2.44625,0.93054,0.68988,0.77569,0.58311,2.11057,3.74342,2.6579,0.000528125,0.000528125,0.000528125
37,1008.78,1.85485,1.63379,2.48014,0.84689,0.66953,0.75084,0.56731,2.10143,4.10732,2.63359,0.0005075,0.0005075,0.0005075
38,1033.2,1.80998,1.60101,2.44984,0.88402,0.6627,0.73317,0.56792,2.06183,4.30782,2.65354,0.000486875,0.000486875,0.000486875
39,1060.12,1.83594,1.59919,2.4577,0.88667,0.6626,0.77528,0.59365,2.04991,4.13068,2.62591,0.00046625,0.00046625,0.00046625
40,1090.17,1.85666,1.58104,2.45277,0.82966,0.71582,0.78603,0.60376,2.04949,3.63058,2.64643,0.000445625,0.000445625,0.000445625
41,1120.14,1.77938,1.47206,2.39832,0.86948,0.71626,0.76885,0.58423,2.06703,4.10098,2.60569,0.000425,0.000425,0.000425
42,1150.51,1.77218,1.4834,2.41781,0.80913,0.7339,0.77072,0.59452,2.02249,4.09604,2.56389,0.000404375,0.000404375,0.000404375
43,1182.62,1.71092,1.40242,2.38163,0.87088,0.69085,0.77742,0.59827,2.00739,4.14137,2.58155,0.00038375,0.00038375,0.00038375
44,1212.01,1.77609,1.52134,2.40569,0.91967,0.67206,0.787,0.59983,1.99945,3.93348,2.5971,0.000363125,0.000363125,0.000363125
45,1242.59,1.82932,1.53555,2.41742,0.89648,0.68298,0.78298,0.6049,1.96625,3.93179,2.58038,0.0003425,0.0003425,0.0003425
46,1274.82,1.74724,1.43353,2.4138,0.86074,0.75112,0.78479,0.59821,1.97637,4.04148,2.56296,0.000321875,0.000321875,0.000321875
47,1303.41,1.67701,1.39988,2.36023,0.87082,0.75017,0.7951,0.62331,1.875,4.02442,2.49027,0.00030125,0.00030125,0.00030125
48,1327.86,1.75681,1.40839,2.37358,0.88519,0.69085,0.78329,0.60089,1.96616,4.17051,2.56167,0.000280625,0.000280625,0.000280625
49,1352.1,1.66663,1.32348,2.34259,0.89487,0.71949,0.77968,0.61,1.91795,4.22236,2.51209,0.00026,0.00026,0.00026
50,1376.35,1.6814,1.31666,2.33459,0.89456,0.74332,0.79096,0.6089,1.94769,4.08684,2.5511,0.000239375,0.000239375,0.000239375
51,1425.38,1.48584,1.07872,2.21042,0.82974,0.72518,0.77289,0.60804,1.91467,4.5616,2.55922,0.00021875,0.00021875,0.00021875
52,1449.51,1.45546,1.04499,2.20373,0.8661,0.71333,0.78828,0.61226,1.86271,4.40672,2.51671,0.000198125,0.000198125,0.000198125
53,1473.57,1.43254,1.03002,2.18721,0.87517,0.7282,0.78647,0.6165,1.88329,4.5416,2.53281,0.0001775,0.0001775,0.0001775
54,1497.64,1.40704,0.98246,2.14777,0.83032,0.72496,0.77133,0.60173,1.91311,4.31542,2.55614,0.000156875,0.000156875,0.000156875
55,1521.71,1.36928,0.91868,2.1389,0.83653,0.73616,0.77622,0.60753,1.86713,4.37683,2.56406,0.00013625,0.00013625,0.00013625
56,1545.71,1.35247,0.93546,2.14842,0.87306,0.70624,0.7813,0.61364,1.87695,4.2587,2.56263,0.000115625,0.000115625,0.000115625
57,1569.81,1.32082,0.89301,2.10376,0.91277,0.69907,0.77452,0.61441,1.87075,4.35277,2.54723,9.5e-05,9.5e-05,9.5e-05
58,1594.11,1.30652,0.85419,2.1047,0.85682,0.72539,0.77497,0.60722,1.82845,4.3735,2.51304,7.4375e-05,7.4375e-05,7.4375e-05
59,1618.13,1.29564,0.86668,2.10443,0.87138,0.75046,0.7889,0.61408,1.85104,4.23631,2.51877,5.375e-05,5.375e-05,5.375e-05
60,1642.22,1.25385,0.8267,2.08517,0.89512,0.75569,0.79372,0.61835,1.83572,4.1942,2.49787,3.3125e-05,3.3125e-05,3.3125e-05
